0.114757 -0.487146 
-0.237991 -0.943413 
0.631660 0.076860 
-0.001248 0.150701 
-0.582155 -0.075935 
-0.113432 0.740382 
0.469938 0.568344 
-0.917021 -0.127078 
-0.647587 0.000918 
-0.017934 -0.498845 
0.038089 0.564459 
0.343477 -0.216464 
0.012498 0.445156 
-0.209217 -0.961277 
0.034599 -0.281976 
-0.491215 0.126370 
0.129225 -0.753116 
0.629880 -0.203348 
-0.320137 0.655681 
-0.008524 0.213230 
-0.834001 -0.026086 
0.800230 0.516481 
0.382586 0.075264 
0.782359 -0.091251 
-0.181315 0.573105 
-0.541856 0.065104 
-0.210816 0.937950 
-0.599174 -0.629303 
-0.191224 -0.828366 
0.631634 0.296435 
0.739209 0.461728 
-0.685807 0.355880 
0.447316 0.269943 
-0.335755 -0.330762 
0.101243 0.651069 
0.457876 -0.036594 
0.321949 -0.424809 
0.312723 -0.518579 
0.851384 -0.367491 
-0.148346 0.008481 
-0.555762 0.653891 
-0.645537 -0.078958 
0.937720 0.172981 
0.754120 0.641458 
-0.265815 -0.645502 
-0.067844 -0.764243 
-0.664257 -0.120029 
0.440711 -0.822293 
-0.983240 0.052624 
0.284706 -0.239180 
-0.540451 0.227648 
0.543158 0.503214 
0.010203 -0.179715 
0.615219 0.456546 
-0.301225 -0.837309 
0.549848 -0.756934 
-0.769742 -0.600883 
0.929633 -0.053418 
-0.480017 -0.611750 
0.583095 -0.356368 
0.835795 0.453630 
0.179270 -0.339373 
0.287503 -0.765645 
0.528011 0.627325 
0.484259 -0.849916 
-0.408969 -0.434131 
-0.111730 0.225465 
-0.096680 0.497632 
0.231331 0.141791 
0.291575 0.213716 
-0.387726 -0.402050 
0.940491 -0.297173 
0.254524 0.813227 
-0.336475 -0.673768 
-0.090538 -0.449377 
-0.018645 -0.865214 
0.269084 -0.210893 
-0.092211 -0.134348 
-0.174234 0.762548 
-0.352412 0.396199 
-0.224807 -0.904537 
0.676426 0.655326 
-0.736280 -0.502977 
-0.907026 -0.407292 
0.692145 -0.165021 
0.228403 -0.816929 
-0.278271 0.196389 
0.285786 -0.509327 
0.184517 -0.450075 
0.619744 -0.272072 
0.521470 -0.691274 
-0.548282 0.586327 
-0.775958 -0.491071 
0.431679 0.015483 
-0.169804 0.556647 
-0.150060 -0.985924 
0.714495 -0.506483 
0.364650 0.382553 
0.652374 0.680621 
0.217421 -0.594580 
-0.537100 -0.093265 
0.783579 -0.445858 
-0.769845 -0.086615 
0.347502 -0.597635 
-0.367196 0.676326 
0.314616 -0.606668 
-0.093351 0.893748 
0.420846 0.436593 
0.349508 0.043158 
0.347120 0.560669 
-0.105041 -0.273715 
0.784137 -0.063502 
-0.335638 0.352166 
0.103972 0.161441 
0.670769 0.483748 
0.847353 -0.262864 
0.053803 0.600928 
-0.629997 0.732970 
0.448304 -0.003196 
-0.789567 -0.271968 
-0.104394 -0.274258 
-0.336779 0.415827 
0.805747 0.542567 
-0.709968 0.125332 
0.359264 0.508295 
0.330501 0.236766 
-0.594583 -0.346298 
-0.435913 -0.595336 
-0.389275 0.883370 
0.879782 -0.055863 
0.138139 0.878562 
0.596447 0.169081 
-0.264589 -0.480710 
-0.146496 0.303748 
-0.208368 -0.535511 
0.266871 -0.843537 
0.866235 0.039093 
-0.523854 0.382170 
0.229904 0.804618 
0.061820 -0.370788 
0.416398 0.758413 
0.128818 -0.947094 
-0.329547 -0.129633 
0.022898 -0.557700 
-0.094525 -0.601109 
0.308302 0.008598 
-0.022364 -0.776095 
0.179501 -0.410114 
0.116498 -0.204894 
0.419226 0.443592 
0.734525 -0.185199 
-0.609161 -0.390869 
0.437158 0.293765 
0.650067 -0.382778 
0.510755 0.391770 
-0.206036 -0.178388 
-0.290786 0.320148 
-0.653074 -0.039564 
0.019615 -0.121906 
-0.234693 -0.032582 
0.792477 0.262807 
0.189975 0.165389 
-0.450653 0.572642 
0.253319 0.756703 
-0.194725 0.699895 
0.068430 0.696578 
-0.379145 -0.211172 
-0.332725 0.781056 
-0.608037 0.469494 
-0.850184 -0.463530 
-0.029640 -0.491272 
-0.334933 -0.041294 
0.208025 0.768331 
0.219191 0.265274 
0.747941 -0.177582 
0.882037 -0.156044 
0.221612 -0.208007 
0.547475 0.824778 
0.392177 0.407766 
0.579140 -0.373305 
0.273154 0.858086 
-0.740215 -0.101675 
-0.214102 0.569513 
-0.776257 -0.355046 
-0.314248 -0.460929 
0.025786 -0.954228 
0.945125 -0.008143 
0.154121 -0.818369 
-0.510319 0.625673 
0.953440 0.001964 
-0.184135 -0.071603 
-0.426986 0.594099 
0.414515 -0.487734 
0.674860 -0.193584 
0.069286 -0.107265 
-0.010222 -0.410943 
-0.027378 0.883359 
0.626288 -0.112882 
0.309910 0.927078 
0.251207 -0.440853 
-0.394046 -0.318890 
0.592655 -0.426090 
-0.886091 0.071871 
-0.768989 -0.535428 
-0.435486 -0.244485 
0.282737 0.151223 
-0.402866 0.488786 
0.533921 -0.558352 
-0.012849 -0.224171 
-0.586382 0.283976 
-0.282018 0.919147 
-0.599153 0.466793 
-0.323803 -0.750394 
-0.896098 -0.278562 
-0.760958 0.179282 
-0.762013 -0.469306 
0.552660 0.106760 
-0.346135 -0.586711 
-0.392111 -0.628972 
-0.766675 -0.018944 
0.734202 -0.107111 
-0.858639 -0.407468 
0.656880 0.224278 
0.180170 -0.241915 
-0.721324 -0.518116 
0.537894 0.455253 
0.923971 0.129546 
0.247278 0.666829 
0.718220 0.304227 
-0.760305 -0.020391 
0.118827 0.672500 
-0.161770 0.973707 
0.260445 -0.133914 
-0.544491 -0.761340 
0.322042 0.378455 
-0.758476 0.208920 
-0.039132 0.461675 
0.875366 0.254866 
0.570961 -0.550209 
-0.266984 0.743709 
0.091466 0.556709 
0.694392 0.450382 
0.056386 -0.158448 
0.374615 0.559878 
0.093543 -0.251152 
0.203887 -0.445091 
0.086695 -0.440631 
0.714637 0.100261 
-0.101611 -0.000016 
-0.190671 -0.310178 
-0.006095 0.845407 
-0.291196 0.687962 
0.068869 0.477413 
0.520586 -0.443281 
0.343524 -0.625637 
-0.575755 0.646828 
-0.538539 0.502391 
0.076890 0.479653 
-0.153702 0.013092 
0.498313 0.458977 
-0.443533 -0.666407 
-0.674942 -0.426620 
0.144373 0.986329 
0.060991 0.024158 
-0.424266 0.008673 
0.176586 0.546244 
-0.328235 -0.300775 
0.388718 0.260876 
-0.267878 -0.665773 
0.348523 -0.640416 
-0.861744 -0.451723 
0.060108 0.895297 
0.278833 -0.520595 
0.334218 0.711188 
-0.529042 -0.529191 
0.761894 -0.625558 
0.643827 0.157721 
0.232473 -0.383843 
-0.176822 0.627792 
-0.319426 0.138130 
0.503887 -0.539401 
0.213617 -0.677962 
0.182912 -0.439456 
-0.889210 0.083765 
0.321068 0.397625 
0.300545 0.839907 
-0.126043 0.093169 
0.496305 -0.635781 
0.333065 -0.802075 
0.040813 -0.285335 
-0.906656 -0.342304 
0.403877 -0.500055 
-0.278190 -0.150857 
0.447486 0.770096 
0.432571 -0.778349 
0.138512 -0.805722 
0.103686 -0.508443 
-0.533681 -0.467937 
0.417377 -0.035362 
0.168931 0.502579 
0.428011 0.305717 
0.660161 -0.644405 
-0.459374 0.455775 
0.342966 -0.668430 
0.389318 0.526936 
-0.665501 0.006468 
0.360041 0.518677 
0.653571 -0.185607 
-0.271918 0.623573 
0.260146 0.400427 
0.357323 -0.573754 
-0.357648 0.845518 
-0.269263 -0.478301 
0.949293 -0.219743 
0.940056 -0.214496 
0.540345 0.017764 
-0.019031 -0.105672 
0.693368 -0.365777 
-0.921091 0.025703 
-0.776179 0.388614 
-0.138284 -0.887688 
-0.899118 0.101772 
-0.090158 0.302886 
0.061254 0.868127 
0.839414 -0.337027 
0.721742 0.600361 
-0.641550 -0.322446 
0.172748 -0.964976 
-0.373479 0.830503 
0.421334 -0.852223 
0.032376 -0.708837 
-0.574764 0.208579 
0.972263 -0.204915 
-0.064614 -0.770516 
-0.545714 0.601755 
-0.224305 -0.641896 
0.791889 0.415799 
-0.277545 0.592424 
-0.132077 -0.263436 
0.294033 -0.642052 
0.421417 0.695313 
0.113808 0.337169 
0.078314 -0.216803 
0.129281 -0.161862 
-0.730368 0.542150 
0.324118 -0.593044 
0.542284 -0.684762 
-0.655878 -0.544420 
-0.565230 0.690232 
0.030317 0.556243 
0.297988 -0.730486 
0.289899 -0.124985 
0.642863 0.280362 
0.000606 -0.521686 
0.844836 0.397038 
0.321562 0.469500 
0.418704 0.723438 
-0.108503 0.599903 
-0.045426 -0.407957 
